TIC,role,verdict,sector,lc_pts_in_sector,t0_shift_phase,lc_dip_sigma,compactness,n_in,n_out,dip_sigma,diff_peak_snr,centroid_offset_px,centroid_offset_arcsec,nearest_capable_TIC,nearest_capable_dist_px,nearest_capable_dTmag,n_capable_in_cutout,note
57135731,candidate,UNRESOLVED,13,1120,0.01749999999999996,15.522038419538761,0.5718037413549438,93,500,10.071506694293292,22.06134311134927,0.5674758264354851,11.916992355145187,1702810408,0.2525936438289684,2.8062000000000022,767,a capable neighbour is as close to the dimming as the target
371605670,candidate,UNRESOLVED,10,1106,0.0,61.71114734085214,0.9802377145248417,104,466,45.335124556405084,47.1735343813653,0.1282672796098801,2.693612871807482,844980500,0.11595296119972753,2.4860999999999986,58,a capable neighbour is as close to the dimming as the target
403676355,candidate,OFF_TARGET,7,1071,0.0025000000000000577,120.52624689721232,0.8772148994775967,81,413,121.87806170464856,539.3224770358597,2.1216866343648455,44.55541932166176,403676338,0.03943715117239008,-1.3431000000000015,30,
369395377,candidate,OFF_TARGET,3,798,0.0025000000000000577,53.68691273165625,0.8651596581123199,31,418,-0.7304349744767676,13.6932943749954,4.93857188903844,103.71000966980723,610140911,0.2582599162343418,2.1648999999999994,4,"saturated star in cutout (TIC 369395380, Tmag 6.2) - bleed trails can carry its variability;"
356500024,candidate,INCONCLUSIVE,74,10963,0.0,135.1169451043941,0.18269387234051657,6,4078,74.18769122048853,145.2214135701151,2.373641874176098,49.84647935769806,,,,0,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
465390333,candidate,INCONCLUSIVE,10,1107,-0.007500000000000007,39.92972212405287,0.0,7,536,-0.5156508375018359,4.668459332872618,6.251246888338316,131.27618465510463,465390628,1.5118641336846785,2.014900000000001,197,difference image too weak to locate the source
146612348,candidate,OFF_TARGET,9,1102,-0.0025000000000000022,61.341598381293664,0.6973883895263053,65,447,18.978606535621594,243.5984586926823,3.3551754602454995,70.45868466515549,146612333,0.10922922360516818,-1.8994999999999997,59,
237514076,candidate,INCONCLUSIVE,6,902,-0.0050000000000000044,62.410082654188834,0.0,24,428,14.219064408041381,12.399243260701855,5.420176619631939,113.82370901227073,237514090,0.4761354183514273,3.448500000000001,63,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
239727281,candidate,INCONCLUSIVE,59,10070,-0.0025000000000000027,34.07352968446613,0.21962322154067643,136,4533,21.958270548832573,16.893808109196968,0.7649917492083188,16.064826733374694,239727280,1.3534077990841569,3.6449,16,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
123508954,candidate,INCONCLUSIVE,12,1045,-0.0025000000000000022,28.079884689771603,0.0,72,471,7.482136031058771,42.24080089320379,4.723972299119696,99.20341828151362,1336658585,0.3017082865467797,3.3659,667,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
383801019,candidate,OFF_TARGET,9,1103,-0.0050000000000000044,44.917186616285164,0.9469277157316008,71,450,12.001946887115832,28.71914021417568,1.5113138409430693,31.737590659804454,383801053,0.04669189146884322,0.7821999999999996,141,
234065903,candidate,UNRESOLVED,6,903,0.0050000000000000044,59.39020250815822,0.8575879473881618,28,384,5.92751296089111,29.565485892238947,0.7357722016598461,15.45121623485677,234065888,0.28092362781830316,-0.8361000000000001,50,a capable neighbour is as close to the dimming as the target
467851810,candidate,OFF_TARGET,10,1106,0.0050000000000000044,26.92811140438756,0.8167316060001364,90,464,19.343751267038986,48.84875392447568,1.8260008789233573,38.3460184573905,923471986,0.17335273167043438,5.180300000000001,917,
421567487,candidate,INCONCLUSIVE,12,1085,-0.007500000000000006,67.29701865470155,0.0,53,480,8.813136205739891,10.080422859795345,4.192634841126002,88.04533166364604,1121478287,0.19954902017387377,2.409699999999999,856,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
435411138,candidate,OFF_TARGET,11,1080,-0.007500000000000006,19.500472024297455,0.8863265710723134,73,477,6.615308040991129,108.2875310911037,1.3203159734785952,27.726635443050498,435418220,0.11407638718799333,1.630700000000001,1355,
54280159,candidate,OFF_TARGET,7,1071,0.0,78.52925863482702,0.8432904197016139,18,433,5.4138005885652,15.803924293544442,1.7155286275423889,36.026101178390164,54280144,0.07381874211407133,-1.4236000000000004,48,
308473058,candidate,OFF_TARGET,11,1080,0.33000000000000007,9.915445880689143,0.766820319241629,60,466,7.446875277573761,8.131342854822032,3.1969689339196203,67.13634761231202,308472961,0.1413906787525016,-4.9891999999999985,267,
277917453,candidate,INCONCLUSIVE,12,1085,0.0,63.94369441560448,0.0,55,493,30.22437456104855,61.20442876560925,5.167419078742229,108.51580065358682,277917692,0.26680855732695324,0.5309000000000008,115,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
