TIC,bls_period,bls_depth,bls_snr,verdict,exoplanet_conflict,vsx_match,vsx_name,vsx_type,vsx_period,asassn_match,asassn_queried_ok,asassn_name,asassn_type,asassn_period,gaia_veb_match,gaia_veb_period,gaia_class_match,gaia_class,gaia_class_score,period_check_source,period_check
43690105,13.106339998244248,0.0294251641752052,52.796985868106525,KNOWN_OTHER_TYPE,False,True,Gaia DR3 6028632223820094848,DSCT|GDOR|SXPHE,,False,True,,,,False,,True,DSCT|GDOR|SXPHE,0.6431707,,no_catalog_period
437150434,5.285343164440589,0.1500325939135055,1081.0130168195617,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
43901938,12.107914387824058,0.0420892709153202,54.82789080831666,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
441849650,13.62431908441978,0.4532495797561597,657.0869834526766,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
44448395,12.345799247010772,0.3866301811330571,72.46607107393932,KNOWN_OTHER_TYPE,False,True,Gaia DR3 5431733611841052160,ROT,,False,True,,,,False,,True,SOLAR_LIKE,0.5490708,,no_catalog_period
446487595,28.7622059575725,0.5318992633892017,370.9007204567667,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
449837951,13.501213845395489,0.0069167639072317,72.58345944238816,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
450445835,11.896798750629866,0.0618286495228377,69.74459993704093,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
453937711,9.85743621669378,0.0248961409351603,197.4208424063532,KNOWN_OTHER_TYPE,False,True,Gaia DR3 5230671143152436096,ROT,,False,True,,,,False,,True,SOLAR_LIKE,0.2809426,,no_catalog_period
458301068,0.8726687256218794,0.0108876301318767,94.97506605038768,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
458340718,3.5064747119505983,0.0205926840581518,48.787422904593946,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
459536921,2.725047516858224,0.0311563494790435,32.903109424360174,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
462781855,0.7848118467775114,0.0142725081310218,177.63449621655036,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
46387913,0.9012593910104824,0.0209063849117579,79.7023409087892,KNOWN_OTHER_TYPE,False,True,Gaia DR3 2970542563240566400,VAR,0.0176371,False,False,,,,False,,False,,,vsx,disagrees(ratio=51.1002)
464366239,22.038158416233543,0.0185895476290496,16.93403470414399,NOVEL,False,False,,,,False,False,,,,False,,False,,,,no_catalog_period
464765654,1.745460232020874,0.046196883600501,460.780956732253,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
