span_days,max_period,period_over_max,n_eclipses_observed,n_eclipses_possible,n_data_gaps,frac_intransit_near_gap,frac_all_near_gap,TIC,verdict,bls_period,bls_depth,bls_snr,period_band,lt3_eclipses,at_ceiling
24.750319451839232,12.375159725919616,0.12390907913807152,15,16.140867270681643,1,0.0,0.04178019981834696,158329671,NOVEL,1.5333946458252492,0.1181365006913262,674.2709071442584,other,False,False
26.708747548008432,13.354373774004216,0.2325580377389671,8,8.600003764414645,1,0.0,0.022395326192794548,160130060,NOVEL,3.105666960115145,0.0591262341718899,67.71893756567215,other,False,False
26.20831439828453,13.104157199142264,0.8681557388668832,2,2.3037341233387454,3,0.5238095238095238,0.07642725598526703,163249597,NOVEL,11.37644927544914,0.0200041537454198,40.554467489902464,other,True,False
736.4364154243017,39.8,0.020029490024502963,64,923.8092183369422,4,0.06240097501523461,0.06109822119102862,180251856,NOVEL,0.7971737029752178,0.3553404724016088,3428.1606807267453,other,False,False
736.4362354493769,39.8,0.43420769880089904,1,42.614221379168036,3,0.0,0.05531479000866756,180448842,NOVEL,17.28146641227578,0.949780417916297,1786.529060090075,other,True,False
51.020532590051744,25.510266295025872,0.49572955307891414,2,4.034457876433331,3,0.16666666666666666,0.06358087487283826,181674559,NOVEL,12.646192909357262,0.0176938294220446,95.46409131112158,13-14.5d,True,False
1518.1902373012695,39.8,0.6971590622703285,2,54.715609985841276,6,0.24242424242424243,0.03020655228661832,183517039,KNOWN_OTHER_TYPE,27.746930678359075,0.112959295923933,497.2017183595242,26-28.5d,True,False
24.56249408638064,12.28124704319032,0.9287941178585588,2,2.1533297439600814,1,0.5454545454545454,0.0568445475638051,183663600,NOVEL,11.406750013682986,0.5757122554319484,2292.031361283964,other,True,True
24.562486030599985,12.281243015299992,0.9043710238587879,2,2.2114817339750243,1,0.0,0.0568445475638051,185326770,NOVEL,11.10680032000544,0.0110355530024694,45.64714416665394,other,True,True
24.562541711695985,12.281270855847993,0.7236178151627372,2,2.7638899403688844,1,0.0,0.0568445475638051,186143099,NOVEL,8.886946384130523,0.01565437879027,37.37329643019794,other,True,False
24.417086990476037,12.208543495238018,0.19007466320430805,9,10.522180948705582,1,0.0,0.04477611940298507,19938261,KNOWN_OTHER_TYPE,2.320534793072512,0.0648366854418897,139.4451713677607,other,False,False
800.7668041036309,39.8,0.03101543433892933,21,648.7018278532983,3,0.049476688867745006,0.10844727477055628,203279104,NOVEL,1.2344142866893872,0.0002040231467662,32.51581597281258,other,False,False
27.895803044993045,13.947901522496522,0.7311233327853395,3,2.7355165815604017,1,0.03333333333333333,0.022099447513812154,207754858,NOVEL,10.197636246489369,0.0028047412999111,14.044313028566512,other,False,False
220.31506366564463,39.8,0.868485199901311,1,6.373803910633633,7,1.0,0.10583136327817179,20817046,NOVEL,34.565710956072174,0.0125470093082739,451.7485378844294,other,True,False
27.06261729619723,13.531308648098616,0.12404102276505058,8,16.12369807517835,1,0.0,0.03700277520814061,208358448,NOVEL,1.678437364059726,0.0150610035627843,118.66098785556149,other,False,False
1849.8163353673103,39.8,0.018768686830967034,179,2476.3478547871982,9,0.06769527483124398,0.06822184989474589,216742782,NOVEL,0.7469937358724879,0.0552159548770205,372.8712104826228,other,False,False
21.75016415691448,10.87508207845724,0.3349640392006386,5,5.970790192203375,1,0.0,0.04092920353982301,220148279,NOVEL,3.6427614196385134,0.0156983523137653,35.864218316498786,other,False,False
1115.680073419238,39.8,0.0243632555852477,135,1150.5918226174358,6,0.031085918854415275,0.029400853273975142,22206966,NOVEL,0.9696575722928584,0.1033277556700596,1334.6957351976762,other,False,False
736.4364458435325,39.8,0.325895119549557,2,56.777248806612555,3,0.0,0.05465116279069768,222712042,NOVEL,12.97062575807237,0.6214006858942694,2324.2889598626966,13-14.5d,True,False
26.708605979139293,13.354302989569646,0.9749279443250556,2,2.0514336589096374,1,0.22580645161290322,0.022351797862001945,224835221,NOVEL,13.01948316151508,0.2367608713822854,534.7642647858181,13-14.5d,True,True
758.6733080188351,39.8,0.07929985711072057,25,240.38055189612257,7,0.10316649642492338,0.10780071702311782,230275619,NOVEL,3.1561343130066786,0.0004485323326751,11.45843335931336,other,False,False
27.85424007797087,13.927120038985436,0.07989431446638648,23,25.033070417563312,2,0.1348314606741573,0.0643611911623439,231260455,NOVEL,1.1126977080058151,0.0884634213696254,109.0356776339106,other,False,False
