target_TIC,nbr_TIC,nbr_Tmag,sep_arcsec,nbr_disposition
1326118009,1326118994,19.3402,31.089797086263047,
1326118009,1326117750,18.3983,31.19233632713138,
1326118009,1326117824,19.6165,31.247464158076475,
1326118009,1326117835,19.2057,31.499826964639134,
1326118009,1326117971,18.8874,31.62754492781009,
1326118009,346401614,16.7715,31.67373610581886,
1326118009,1326117752,18.6337,31.70160707697056,
1326118009,1326117962,19.4558,31.869136641114217,
1326118009,1326117785,20.1285,31.911246395820623,
1326118009,1326118850,20.81,31.99150599821028,
1326118009,1326117984,20.5962,32.013616825207805,
1326118009,1326117855,17.8552,32.23866661874928,
1326118009,1326117970,19.9886,32.30926364446224,
1326118009,1326117966,17.9783,32.424247320178544,
1326118009,1326117968,20.3105,32.4400622110559,
1326118009,1326117882,20.7113,32.586181809061706,
1326118009,1326117849,19.5966,32.684037104345634,
1326118009,1326117872,19.8223,32.762360260562765,
1326118009,1326117846,18.9483,32.773933928135044,
1326118009,1326117969,20.0006,32.779053548709584,
1326118009,346948166,16.7273,32.7952992187162,
1326118009,346948093,16.9802,32.84101997279749,
1326118009,1326117749,18.4744,32.92265165609035,
1326118009,1326118839,18.8255,33.2889189417528,
1326118009,1326119053,20.6171,33.58507172334764,
1326118009,1326117983,20.2142,33.831409096250475,
1326118009,1326118004,20.1219,33.9283993724422,
1326118009,1326117845,18.7256,34.12349703406929,
1326118009,346401728,15.6866,34.12751043465464,
1326118009,1326118848,20.0099,34.47026053164547,
1326118009,346401588,16.2243,34.525434407738295,
1326118009,346401748,16.2301,34.66482631488942,
1326118009,1326117768,20.0424,34.72763075873346,
1326118009,1326117802,17.6907,34.74787864033028,
1326118009,1326117847,18.4745,35.07278844942153,
