TIC,tess_eb_period,tess_eb_morph
4254645,4.0387948,0.535
7418947,1.007808,0.732
33521996,3.3252654,0.224
34082428,0.4338925,0.568
36352297,3.0179355,0.363
46313508,1.0328804,0.628
47911178,3.5857021,0.254
49547177,0.6169876,0.768
49671442,4.2026197,0.3
50743469,5.7344094,0.574
50897998,1.4853749,0.621
52280468,1.1365198,0.312
53603189,0.4186371,0.937
53900480,0.8939467,0.738
61351519,0.2048657,0.619
66563761,3.4057562,0.578
78740218,5.1192821,0.235
78817217,17.7775277,0.094
144700903,2.3237787,0.297
147314529,0.9256059,0.601
148274098,4.0532497,0.636
149603524,8.823882,0.246
170102285,2.9444214,0.3
172464366,2.9215537,0.493
234840976,2.4085455,0.585
235385233,0.409656,0.55
264540478,2.5263921,0.805
265614546,5.137673,0.226
299903137,18.3001229,0.139
306362738,5.5634778,0.209
309908721,2.8338351,0.532
333247721,4.1739304,0.466
350618622,52.9784542,0.015
393414358,8.7561839,0.317
427348923,9.4570322,0.303
438490744,1.666112,0.411
32008233,0.1416123,0.588
54637745,8.9702618,0.253
88977253,2.7679934,0.217
125267683,1.6102295,0.633
140661916,0.5219397,0.596
143669444,1.1038823,0.842
151267228,9.1601819,0.297
169168102,2.4996012,0.454
172193428,2.9412329,0.243
176874060,8.7250003,0.314
178168644,1.0926557,0.536
218795833,1.2652253,0.305
255586667,0.4064729,0.801
265015162,0.3278391,0.951
265139391,3.5872979,0.514
268772301,1.4214705,0.677
271799672,0.3282683,0.889
279481568,0.3165456,0.771
294396726,0.8995044,0.657
318937509,1.0505729,0.325
320536498,0.4106313,0.89
332202405,4.7492496,0.365
348538431,0.899466,0.311
366622912,3.1149197,0.276
405034090,0.7295017,0.933
425206121,4.611214,0.341
440777904,3.3565037,0.349
452955107,0.3879922,0.762
455206965,0.0962362,0.529
1003831,1.651149,0.235
1103432,3.7260484,0.319
1230647,1.1897403,0.586
11748495,4.1615575,0.514
13349647,1.5370594,0.376
24733359,0.3785419,0.903
25156751,1.7431151,0.445
26273760,4.557467,0.275
37435039,3.1985692,0.473
53292822,3.2898896,0.538
54957535,0.7928444,0.656
55727842,16.4698673,0.214
60657338,0.2996869,0.904
60658382,7.7504819,0.243
62573638,4.7160152,0.373
77630842,0.2698741,0.565
82362447,2.8236737,0.307
123222370,8.9671621,0.146
133105082,0.4463651,0.789
144804862,2.3848496,0.688
180730928,1.1349354,0.699
183469904,3.5114994,0.663
184176428,0.7468293,0.603
255682622,0.3215756,0.953
265353588,2.2270091,0.542
271924412,4.1506128,0.377
283308831,3.0336765,0.288
293605127,0.1207862,0.637
296780789,13.5773533,0.02
305536347,0.5452216,0.636
347448707,2.1996271,0.871
348759511,3.7160694,0.159
358465355,0.5706513,0.674
401309413,7.9537224,0.221
408310006,5.4435063,0.275
409900613,2.2063796,0.183
413162396,2.6729633,0.355
413248763,3.9305684,0.288
423275733,2.0521769,0.385
5506314,8.2539175,1.016
29684896,1.6053784,0.453
35516889,0.7888385,0.515
55092869,4.7380948,0.494
81604794,2.2575762,0.352
105802318,0.2781131,0.876
190390679,6.0515344,0.538
190990336,11.0968971,0.251
308050066,11.1755633,0.203
382631664,0.3324723,0.766
396902326,15.9243623,0.247
432168104,2.5528847,0.372
437242640,8.6353794,0.112
5969274,1.0579672,0.528
14614418,0.8379827,0.519
14679411,6.0499502,0.363
15445551,1.6827917,0.506
92995573,16.5355551,0.29
103683084,3.0569948,0.273
229679814,10.5936893,0.586
280206394,11.2366232,0.087
306900161,3.5628965,0.29
370960295,1.0940821,0.873
376339249,6.2768689,0.419
391051349,6.0038847,0.713
413376180,2.7088407,0.332
48184317,0.2379106,0.4
165725822,11.6906423,0.539
406336313,2.033021,0.411
36594985,0.9879676,0.54
77468221,0.7025997,0.369
124369049,0.2917354,0.759
167570131,2.6395686,0.81
364107753,7.7739061,0.338
119159743,0.4119512,0.849
269450900,4.6501858,0.379
280097543,9.4596523,0.302
291572619,1.4998328,0.361
348770361,2.7684404,0.489
456517808,0.8765077,0.909
122682776,2.8579768,0.342
123201494,0.2868434,0.56
137549183,10.2659573,0.141
164782264,0.4439891,0.734
164883253,0.3152043,0.785
232967440,7.0643648,0.143
284990199,4.0937214,0.384
467187065,0.0641622,0.499
13976604,3.2053727,0.89
136656542,0.652407,0.813
236445129,0.9690269,0.533
274762761,1.0333694,0.442
1957912171,0.1185566,0.463
129455317,0.3207265,0.744
159636127,0.8146941,0.631
173710176,1.6188466,0.76
199978301,3.2947265,0.306
333473672,13.0049593,0.514
365613123,0.4849286,0.59
440666925,0.1463486,0.524
469924870,3.0725582,0.894
5674169,0.3182028,0.854
101220458,7.3127626,0.494
129979528,1.220106,0.542
138017750,2.4765255,0.675
229741985,0.1739313,0.675
264615805,0.1201045,0.6
292321872,8.6649282,0.216
301741193,6.8685665,0.322
326815804,1.0428095,0.535
396339551,0.2515667,0.731
2234723,2.462069,0.594
156414921,0.7158579,0.779
266958963,2.3628171,0.141
286031430,0.3170016,0.69
417705690,2.3636513,0.445
428534573,0.3765313,0.877
459173473,0.9850258,0.455
4247738,1.3022557,0.347
39011225,2.628162,0.36
88459699,0.1451026,0.463
252949892,0.2553831,0.482
356473029,2.6153632,0.309
67646988,1.8817457,0.217
100100829,0.9419795,0.404
72588909,0.5731825,0.922
231048083,0.317909,1.008
350716073,0.3931603,0.867
53842685,0.3738842,0.961
306578324,1.2947789,0.842
201796819,0.2853729,0.906
224283342,0.8874258,0.55
4206238,14.9741075,0.267
181463644,2.7273558,0.6
29983149,3.8489291,0.316
231826813,0.9007543,0.593
149837469,0.3855918,0.748
332517282,0.402493,0.699
369639876,0.2894613,0.76
129781743,0.40249,0.75
164776925,0.3407947,0.716
1129452,0.7140171,0.988
120585579,6.3410985,0.26
170729895,1.4907993,0.83
200282468,0.8520161,0.918
219423316,1.1968783,0.847
65479458,3.1962242,0.879
66646031,4.4780699,0.911
66668289,13.9261861,0.208
77031414,1.3866544,0.512
77044471,2.6574728,0.31
89502706,0.4794193,0.801
98777963,0.8447669,0.861
121714982,0.8601619,0.89
139419658,1.8467987,0.968
140288359,2.7661331,0.893
151516273,1.1780815,0.936
20072363,0.5160955,0.859
21442712,0.349539,0.951
220397127,0.4795038,0.708
24588623,2.7402142,0.634
245950209,0.9931781,0.909
284703623,0.3879463,0.831
284863911,0.3427999,0.887
34236395,0.8793064,0.526
345482340,0.36507,0.746
345535359,0.4247954,0.875
38021254,0.5126235,0.904
401946845,0.4907309,0.929
457172621,0.4518857,0.906
459971813,0.376723,0.862
123625970,0.3171272,0.904
260370473,0.7950522,0.753
264594607,0.8168185,0.756
271550131,0.3549805,0.824
280110726,15.8896273,0.285
307379977,0.8362568,0.612
333620087,0.3793248,0.813
42827646,0.6780302,0.858
434395855,5.8217521,0.279
443171652,6.627653,0.217
79635841,0.4654716,0.761
165493409,9.1065193,0.208
280278364,0.7938791,0.477
307490686,1.9587305,0.456
413395842,0.8970932,0.808
72229825,1.7955911,0.543
92902907,2.2467104,0.488
201601338,0.4505807,0.707
137151074,0.3536262,0.917
273782052,2.5790678,0.958
273865522,0.788603,0.917
29706981,0.5228847,0.66
314294022,0.6222627,0.854
391663438,0.1994027,0.396
405687343,0.5330735,0.717
41431247,1.0199009,0.713
13684720,12.4378148,0.196
128344724,0.7299716,0.781
350131674,2.6454301,0.63
44222598,2.1618647,0.768
432549364,1.2175103,0.58
453152562,16.033289,0.191
322347559,0.4800216,0.465
307734817,2.1080173,0.339
98337456,11.6159619,0.099
135088521,17.1141414,0.459
156380098,0.3454378,0.945
373693175,1.3275163,0.502
25155310,3.288791,0.349
25375553,2.3109655,0.447
92352621,7.8963939,0.287
206609630,0.3352714,0.49
211380233,26.6606389,0.258
309791156,19.5716486,0.153
439366537,8.6289386,0.292
38846515,2.8493839,0.446
120610833,3.1261267,0.233
76923707,4.5304746,0.202
76989773,3.5383541,0.226
77044472,2.6857078,0.391
144440290,15.0147438,0.281
149010208,3.4372911,0.489
160148385,6.8505104,0.226
183529462,14.9844937,0.239
382474101,2.6519924,0.477
120896927,4.7565589,0.334
12862119,11.2077438,0.254
1129033,1.3600996,0.497
170634116,3.6623971,0.337
328350926,1.6981403,0.288
35857242,3.6344345,0.363
382391899,1.9550953,0.288
117979897,3.3106801,0.365
13021029,3.8523922,0.323
139704026,25.7566928,0.281
192826603,2.6473106,0.219
24400247,7.2179641,0.235
43647325,6.3231318,0.27
94986319,16.0675528,0.115
140346195,1.7290744,0.412
206856569,8.0171338,0.327
264679887,13.785452,0.266
293689266,14.8104372,0.234
293689267,14.8056241,0.227
300932479,3.5085343,0.266
33742828,0.3769712,0.398
309792357,314.6167372,0.199
354518617,9.4357683,0.8
438212183,3.800239,0.343
46627823,6.004967,0.333
52449797,2.4511251,0.357
11046410,8.1226211,0.439
2758565,3.7685478,0.658
10467747,0.3026197,0.53
18319090,15.4251764,0.057
19570530,12.4471515,0.286
25354620,5.0180904,0.165
31743416,0.6228886,0.496
31779608,0.5056946,0.387
31961007,4.2537236,0.259
32830028,0.516153,0.606
34142502,0.2082084,0.703
38936062,1.8547426,0.319
39046291,1.8365858,0.57
41591173,81.0599147,0.005
49899799,7.0113985,0.265
53896096,0.7410489,0.691
53993965,1.1538562,0.427
55746262,3.5598046,0.622
66356824,1.8390308,0.334
70914192,0.6095223,0.415
75377304,0.4026334,0.842
77031413,1.3866799,0.415
79328890,0.7440359,0.673
79492099,4.6034924,0.3
92320552,1.6225021,0.398
92350408,2.9574264,0.252
92359850,4.1499585,0.395
99086567,11.845732,0.288
99931724,0.8079015,0.435
100099031,1.2981369,0.306
100508429,3.2180802,0.715
101395259,7.5746218,0.173
115244268,2.0089279,0.383
115771549,9.435472,0.253
117516791,19.4501262,0.119
118586896,12.1136299,0.154
119327278,1.0845944,0.753
120490566,0.6541021,0.323
120826158,5.179905,0.321
122707747,10.166223,0.262
124642273,1.2341048,0.415
139349813,8.9996607,0.22
139468902,0.4547342,0.741
140830390,12.8382058,0.279
140867345,12.0207167,0.371
142875987,2.4719288,0.281
143100813,0.3877488,0.806
143350972,1.081762,0.491
143848624,5.4320497,0.329
144149848,0.7233873,0.338
144336221,1.9711675,0.832
147406559,21.6219603,0.072
148081648,0.3770891,0.403
150390189,1.2694631,0.461
151681127,10.1987241,0.175
153077619,16.3536764,0.449
159638876,2.3988603,0.795
161840630,2.1303265,0.595
166421485,15.015979,0.053
166606391,0.7673139,0.372
167208380,18.3195555,0.069
169443390,2.247489,0.325
176797815,1.3597945,0.586
177350401,12.0753454,0.191
179308939,1.8838938,0.585
179440289,2.0522958,0.278
193822785,0.9667583,0.458
201233610,21.0578466,0.203
202134374,3.0378023,0.376
206439308,5.5270087,0.226
206537129,1.5255228,0.709
206537272,0.4893306,0.832
207081058,14.7768213,0.152
207528978,1.2232834,0.289
209313886,1.2912873,0.338
218878052,0.5982113,0.319
219865181,1.1178055,0.382
220435095,3.4230917,0.208
229115650,2.2594714,0.647
229675762,1.4471416,0.289
229715760,11.5744983,0.229
229864787,0.651009,0.695
231833204,0.208977,0.642
233964642,17.9157671,0.054
234290005,6.3292638,0.338
238872494,1.0589856,0.342
253929719,6.6868705,0.405
257648522,2.6947299,0.25
258389327,26.5478508,0.156
258918835,5.9864612,0.265
260003467,2.6044827,0.246
260269456,10.7963546,0.169
260273161,17.7873771,0.14
260353841,0.4202732,0.635
261261490,113.0648644,0.254
262020326,3.2139293,0.536
262530873,2.240628,0.49
263078716,2.911017,0.302
268482699,5.0841848,0.373
270219706,0.513098,0.463
270421262,4.9428087,0.316
271058763,0.1854963,0.726
271799457,1.9084725,0.499
273571987,0.7514777,0.327
277069829,2.0260091,0.724
277683130,6.1982348,0.165
278829112,0.2457785,0.792
279855551,3.6873415,0.254
280794372,0.6877683,0.404
281666783,8.5137427,0.153
285233646,3.9994108,0.403
290170195,0.2089138,0.735
291116020,14.4641037,0.215
293844307,14.9430765,0.642
296012680,1.0867381,0.398
296084068,20.4812155,0.024
300141210,1.9272489,0.666
306828113,0.4252819,0.454
307084982,19.2686875,0.035
307435285,1.9585345,0.54
308091162,3.3545702,0.445
309627556,1.7366624,0.366
314826949,2.0377413,0.441
320913313,5.4687886,0.251
325412896,0.7386687,0.609
327668243,3.0797938,0.42
348762908,2.0442294,0.468
349444267,7.4562521,0.107
358049707,0.9131123,0.329
362103921,10.0954209,0.625
364398410,1.5874946,0.53
369988687,2.406082,0.34
373915220,6.4706807,0.149
381856446,1.7690585,0.229
389525208,6.7444284,0.231
394340319,3.0375069,0.317
399864405,2.6188571,0.597
406631696,1.5120523,0.424
408618999,7.0751201,0.322
409469477,0.6805034,0.681
410154584,2.4969908,0.313
421361060,1.0289448,0.494
441026718,10.3500328,0.361
441387582,2.5479524,0.369
441567967,4.8224338,0.56
1992266045,6.6177363,0.391
394596952,0.2838156,0.923
9070070,0.4814247,0.831
404460906,0.5866367,0.95
409942986,0.559258,0.967
308018120,0.1905198,0.779
458259927,4.5840432,0.801
138726174,3.5077253,0.807
122303843,2.1001474,0.949
122712115,0.7314944,0.984
158726046,0.8269418,0.913
28230919,4.8880424,0.227
269697721,0.13717,0.682
415165528,3.6099001,0.989
444062991,1.3176742,0.815
141179506,0.3791582,0.958
17539192,0.5318301,0.667
17562290,0.3081868,0.756
255907472,0.3370433,0.749
310519261,0.3188151,0.754
458490358,0.380675,0.866
8673277,0.4211697,0.804
236313673,0.4954296,0.577
236327696,0.5888841,0.662
236338880,0.5308225,0.607
356001283,0.2687247,0.744
198410119,0.2938984,0.899
159939533,0.2822546,0.777
193553960,0.4140905,0.773
198560607,0.3701469,0.787
274676647,0.354332,0.782
57229962,0.4237741,0.82
57297550,0.3822356,1.058
424723563,0.3697875,0.845
236884425,0.1939255,0.796
376162807,5.1002498,0.642
10393493,0.3604604,0.789
18269802,0.3431555,0.74
18271803,0.8180907,0.594
18433724,0.4076033,0.819
18534775,0.3358641,0.757
18636142,0.4315181,0.899
257273424,0.3985663,0.762
286338346,0.3732684,0.763
286380389,1.2752055,0.545
298498697,0.1804254,0.808
359390362,4.7256503,0.492
39576803,8.59777,0.269
405543959,0.3935661,0.904
9473243,2.2669595,0.536
9825731,0.5907443,0.7
72839144,1.7556962,0.615
8669966,3.3944543,0.9
154664604,0.4215231,0.752
165618747,0.6481988,0.66
230233157,0.5895456,0.657
233043818,0.3708289,0.765
287321618,18.4363656,0.058
298541138,0.7490567,0.644
311431771,0.3473144,0.956
356064345,4.1513337,0.585
356192212,0.7273306,0.803
21126323,1.8416171,0.525
7854182,0.866021,0.615
101645013,0.4712987,0.851
101719607,1.0461329,0.528
101767283,1.8759542,0.666
115971584,0.3469337,0.834
116161302,2.5320807,0.572
116163356,1.1814961,0.824
157448336,0.337142,0.684
164375251,0.5396176,0.729
193580427,0.394304,0.744
193627658,0.7871829,0.633
193635719,0.4866178,0.763
193728983,0.4549953,0.769
193770329,0.3163093,0.902
193774939,1.3057478,0.565
193823999,0.3698731,0.826
85585153,0.4976325,0.708
85600400,1.4726271,0.603
159510983,0.3242724,0.782
302627455,0.4332015,0.607
5205367,3.9928126,0.485
7851729,1.2526446,0.614
122891349,0.3302671,0.832
123038007,0.4226879,0.907
123492200,0.4084753,0.961
135443051,0.8793067,0.584
164558055,2.427002,0.519
180770456,2.8813735,0.672
285392907,8.4647572,0.589
288882010,2.5924356,0.513
289166536,0.4688123,0.834
289370888,0.8607976,0.703
289379110,1.9487604,0.531
298544913,2.1447041,0.46
299091036,0.9720554,0.566
316633520,4.6419811,0.535
333057755,1.6609344,0.515
336208030,0.5776499,0.801
336485975,0.318923,0.736
342010156,7.9605275,0.359
358517121,10.5497757,0.231
383722507,0.533588,0.789
399860444,4.9411561,0.163
424508303,2.0833359,0.527
441764197,0.2728818,0.727
63459761,4.3638776,0.054
318210930,0.2277167,0.921
251094451,0.3631129,0.959
266958963,2.3639261,0.074
375422201,4.075987,0.477
