TIC,Tmag,status,author_used,n_sectors,n_points,authors_tried,error
224291351,10.58,OK,TESS-SPOC,1,6421,TESS-SPOC,
453937711,12.96,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
326260517,12.03,OK,QLP,39,240405,QLP,
236345227,12.85,OK,TESS-SPOC,4,5915,TESS-SPOC,
230275619,11.62,OK,TESS-SPOC,3,8089,TESS-SPOC,
375578998,12.11,OK,QLP,2,13705,QLP,
73561499,11.46,OK,QLP,5,23163,QLP,
158495042,12.81,OK,QLP,11,75449,QLP,
79419093,12.12,OK,QLP,4,20048,QLP,
349477745,12.08,OK,TESS-SPOC,24,46905,TESS-SPOC,
86968460,11.95,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
250630820,11.18,OK,TESS-SPOC,1,991,TESS-SPOC,
220426670,7.84,OK,SPOC,1,14740,SPOC,
394420407,12.35,OK,QLP,3,25464,QLP,
183517039,10.88,OK,QLP,6,50883,QLP,
341194762,10.84,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
399550694,9.52,OK,TESS-SPOC,1,7042,TESS-SPOC,
96965237,9.71,OK,SPOC,1,13326,SPOC,
427332229,11.02,OK,SPOC,1,10987,SPOC,
466062107,13.03,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
111392188,12.0,OK,QLP,2,15006,QLP,
444461874,12.05,OK,QLP,6,32262,QLP,
430248214,12.89,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
59633038,13.0,OK,QLP,8,56714,QLP,
76879277,11.61,OK,QLP,5,28021,QLP,
402613330,8.2,OK,SPOC,2,25377,SPOC,
383290559,12.9,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
90463574,12.35,OK,QLP,8,46615,QLP,
366749440,8.29,OK,TESS-SPOC,4,27824,TESS-SPOC,
66732476,12.48,OK,TESS-SPOC,1,3316,TESS-SPOC,
118352931,11.96,OK,QLP,3,30841,QLP,
278233128,12.6,OK,QLP,3,18292,QLP,
342315249,10.69,OK,TESS-SPOC,10,44919,TESS-SPOC,
264273483,11.78,OK,GSFC-ELEANOR-LITE,1,1029,GSFC-ELEANOR-LITE,
273158289,12.92,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
142837818,10.64,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
437150434,11.94,OK,TESS-SPOC,1,3368,TESS-SPOC,
378067576,12.62,OK,QLP,5,23440,QLP,
313705269,11.25,OK,SPOC,1,7846,SPOC,
370596397,12.38,OK,QLP,3,23519,QLP,
43333100,9.46,OK,TESS-SPOC,1,7633,TESS-SPOC,
403645199,9.48,OK,TESS-SPOC,1,6713,TESS-SPOC,
273854781,11.15,OK,QLP,3,21377,QLP,
193621561,12.95,OK,QLP,9,65919,QLP,
229497968,11.96,OK,QLP,42,244035,QLP,
239727049,13.0,OK,QLP,8,52448,QLP,
309240602,12.91,OK,QLP,2,12795,QLP,
31717527,8.14,OK,TESS-SPOC,1,10172,TESS-SPOC,
367167782,12.58,OK,QLP,6,31261,QLP,
111149941,10.05,OK,TESS-SPOC,1,1521,TESS-SPOC,
318928219,12.98,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
433770378,9.91,OK,TESS-SPOC,1,7758,TESS-SPOC,
333745611,13.0,OK,GSFC-ELEANOR-LITE,1,964,GSFC-ELEANOR-LITE,
181674559,12.18,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
229685062,10.95,OK,TESS-SPOC,17,152531,TESS-SPOC,
235555541,12.14,OK,TESS-SPOC,7,20166,TESS-SPOC,
446487595,12.32,OK,QLP,2,22238,QLP,
258270250,12.67,OK,QLP,9,50427,QLP,
355981677,12.73,OK,QLP,3,25483,QLP,
358453926,11.84,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
203279104,7.26,OK,TESS-SPOC,2,10678,TESS-SPOC,
183663600,12.28,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
373702198,10.96,OK,TESS-SPOC,1,6434,TESS-SPOC,
35877600,12.9,OK,GSFC-ELEANOR-LITE,1,1051,GSFC-ELEANOR-LITE,
311062286,12.61,OK,QLP,3,21850,QLP,
333584947,10.92,OK,QLP,3,30682,QLP,
397004767,10.99,OK,QLP,5,20382,QLP,
40701396,12.06,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
138407805,11.16,OK,TESS-SPOC,4,10618,TESS-SPOC,
44533833,10.98,OK,TESS-SPOC,1,7384,TESS-SPOC,
467213914,13.01,OK,QLP,19,140732,QLP,
366004177,11.25,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
20817046,7.32,OK,TESS-SPOC,3,25380,TESS-SPOC,
411513993,12.79,OK,GSFC-ELEANOR-LITE,2,2165,GSFC-ELEANOR-LITE,
342332744,12.36,OK,QLP,8,52084,QLP,
222712042,12.87,OK,QLP,2,12952,QLP,
411434067,12.91,OK,QLP,2,22258,QLP,
93197394,12.09,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
180251856,12.47,OK,QLP,2,13110,QLP,
29495157,12.71,OK,TESS-SPOC,1,1175,TESS-SPOC,
43796359,8.16,OK,QLP,5,29709,QLP,
251903236,11.73,OK,QLP,1,2654,QLP,
469308938,9.77,OK,TESS-SPOC,2,22215,TESS-SPOC,
224650490,12.98,OK,QLP,5,20380,QLP,
153080360,10.74,OK,SPOC,1,14902,SPOC,
387142107,12.7,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
309672362,12.6,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
330901906,12.15,OK,QLP,4,34792,QLP,
237094240,12.17,OK,TESS-SPOC,3,6588,TESS-SPOC,
376797272,12.15,OK,TESS-SPOC,2,12292,TESS-SPOC,
208358448,12.82,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
174089663,11.99,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
358892555,12.85,OK,QLP,4,19717,QLP,
60946457,12.81,OK,QLP,5,30418,QLP,
335504077,8.56,OK,SPOC,4,58901,SPOC,
159809844,12.94,OK,QLP,7,24277,QLP,
42217803,11.96,OK,GSFC-ELEANOR-LITE,1,1054,GSFC-ELEANOR-LITE,
282345650,10.97,OK,QLP,5,33070,QLP,
230270636,12.65,OK,QLP,4,19623,QLP,
399763709,11.19,OK,QLP,10,50910,QLP,
313931543,13.64,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
230232986,13.61,OK,TASOC,2,2292,TASOC,
84713868,13.73,OK,TASOC,2,2292,TASOC,
374139336,13.14,OK,QLP,5,44998,QLP,
34044618,13.55,OK,GSFC-ELEANOR-LITE,1,1049,GSFC-ELEANOR-LITE,
72394047,13.68,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
154831114,13.59,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
239757265,13.38,OK,QLP,8,52394,QLP,
296463994,13.12,OK,QLP,9,65847,QLP,
93608201,13.84,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
150250315,13.27,OK,GSFC-ELEANOR-LITE,12,12295,GSFC-ELEANOR-LITE,
233460609,13.76,OK,TASOC,2,2148,TASOC,
43690105,13.43,OK,GSFC-ELEANOR-LITE,1,1046,GSFC-ELEANOR-LITE,
186143099,13.36,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
394085020,13.6,OK,GSFC-ELEANOR-LITE,1,1062,GSFC-ELEANOR-LITE,
313356920,13.32,OK,TESS-SPOC,2,2948,TESS-SPOC,
70382217,13.24,OK,QLP,5,30254,QLP,
64270945,13.62,NO_DATA,,0,0,,
87926455,13.52,NO_DATA,,0,0,,
237115819,13.38,OK,QLP,42,253891,QLP,
376023348,13.05,OK,QLP,13,96436,QLP,
231260455,13.62,OK,GSFC-ELEANOR-LITE,1,1054,GSFC-ELEANOR-LITE,
139853641,13.22,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
414232493,13.49,OK,QLP,2,21660,QLP,
236791479,13.44,OK,QLP,31,219812,QLP,
335217393,13.48,OK,QLP,3,25719,QLP,
132203740,13.59,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
47929727,13.49,OK,QLP,2,13236,QLP,
393915029,13.25,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
349697123,13.45,OK,QLP,7,50439,QLP,
269665647,13.07,OK,QLP,33,203316,QLP,
299130161,13.76,NO_DATA,,0,0,,
363736935,13.17,OK,QLP,4,28669,QLP,
12080822,13.43,OK,QLP,6,44901,QLP,
348337110,13.67,OK,GSFC-ELEANOR-LITE,1,1048,GSFC-ELEANOR-LITE,
218210390,13.83,OK,GSFC-ELEANOR-LITE,1,1056,GSFC-ELEANOR-LITE,
1421912603,13.75,NO_DATA,,0,0,,
10511594,13.57,NO_DATA,,0,0,,
417861102,13.84,OK,PATHOS,2,2229,PATHOS,
451541079,13.19,OK,GSFC-ELEANOR-LITE,2,2165,GSFC-ELEANOR-LITE,
257287171,13.76,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
51796937,13.51,NO_DATA,,0,0,,
135346783,13.87,OK,GSFC-ELEANOR-LITE,1,1087,GSFC-ELEANOR-LITE,
323961620,13.43,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
47219281,13.09,OK,QLP,6,47843,QLP,
295338154,13.63,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
234073743,13.42,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
147639214,13.82,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
153336799,13.57,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
241201125,13.56,NO_DATA,,0,0,,
279166510,13.47,OK,QLP,8,62140,QLP,
216742782,13.35,OK,QLP,5,23445,QLP,
256934833,13.65,NO_DATA,,0,0,,
462781855,13.76,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
385450616,13.37,OK,QLP,4,16507,QLP,
244980174,13.57,NO_DATA,,0,0,,
256515125,13.59,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
138362838,13.37,OK,QLP,9,60873,QLP,
176255016,13.24,OK,TESS-SPOC,2,5215,TESS-SPOC,
338475617,13.56,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0053-0000000338475617_tess\hlsp_tars_tess_ffi_s0053-0000000338475617_tess_v01_lc.fits of type gener
355228225,13.23,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
233415701,13.29,OK,SPOC,10,163220,SPOC,
253168781,13.43,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
166275439,13.57,NO_DATA,,0,0,,
281286325,13.44,OK,SPOC,3,48132,SPOC,
165500822,13.6,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
255964136,13.65,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
383767904,13.51,OK,GSFC-ELEANOR-LITE,1,962,GSFC-ELEANOR-LITE,
331023501,13.08,OK,GSFC-ELEANOR-LITE,2,2164,GSFC-ELEANOR-LITE,
228353254,13.63,NO_DATA,,0,0,,
280490331,13.77,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
144079288,13.61,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
464366239,13.77,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
42000662,13.53,OK,TASOC,2,1790,TASOC,
76139867,13.04,OK,QLP,6,44770,QLP,
308626100,13.17,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
373696759,13.74,NO_DATA,,0,0,,
468601716,13.11,OK,QLP,11,70554,QLP,
356499723,13.36,OK,QLP,4,9923,QLP,
387839266,13.76,NO_DATA,,0,0,,
250684958,13.26,OK,QLP,3,23313,QLP,
80889140,13.7,NO_DATA,,0,0,,
298215657,13.31,OK,GSFC-ELEANOR-LITE,1,1104,GSFC-ELEANOR-LITE,
329691265,13.13,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
440115699,13.4,OK,QLP,2,20370,QLP,
100128388,13.63,NO_DATA,,0,0,,
382024699,13.11,OK,GSFC-ELEANOR-LITE,1,1053,GSFC-ELEANOR-LITE,
290958279,13.87,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
87175731,13.36,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
133776248,13.88,OK,CDIPS,1,2726,CDIPS,
136191877,13.14,OK,QLP,6,39395,QLP,
22206966,13.38,OK,QLP,5,32435,QLP,
294657132,13.39,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
386140833,13.59,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
89383957,13.18,OK,QLP,1,1237,QLP,
457801118,13.73,NO_DATA,,0,0,,
465390148,13.75,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
43370478,13.15,OK,QLP,4,17353,QLP,
356056529,13.2,OK,QLP,5,22986,QLP,
442679755,13.44,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
229612958,13.96,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
305125669,14.06,OK,GSFC-ELEANOR-LITE,1,1107,GSFC-ELEANOR-LITE,
466508331,14.08,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
117158713,14.11,NO_DATA,,0,0,,
161095652,14.18,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
307517618,14.02,NO_DATA,,0,0,,
2048673132,14.17,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
403681426,14.07,NO_DATA,,0,0,,
464765654,14.2,OK,GSFC-ELEANOR-LITE,1,1070,GSFC-ELEANOR-LITE,
386206443,14.26,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
67246159,14.1,NO_DATA,,0,0,,
145599042,14.2,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
88102874,14.32,NO_DATA,,0,0,,
405257804,14.16,NO_DATA,,0,0,,
394004289,14.15,OK,TASOC,2,2292,TASOC,
393920926,14.18,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
452561655,14.35,NO_DATA,,0,0,,
414578031,13.9,NO_DATA,,0,0,,
275371226,14.2,NO_DATA,,0,0,,
468896309,14.15,NO_DATA,,0,0,,
13831700,14.2,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
63206701,14.04,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
373956357,14.31,NO_DATA,,0,0,,
142841561,14.01,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
83726674,14.18,NO_DATA,,0,0,,
256180240,13.97,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
457570870,14.21,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
219587275,14.16,NO_DATA,,0,0,,
10030816,14.15,NO_DATA,,0,0,,
62048731,14.0,OK,GSFC-ELEANOR-LITE,1,1147,GSFC-ELEANOR-LITE,
453958141,14.03,NO_DATA,,0,0,,
319686315,14.23,NO_DATA,,0,0,,
410918190,14.04,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
286026002,14.07,NO_DATA,,0,0,,
260366193,14.03,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
341797047,14.27,OK,GSFC-ELEANOR-LITE,4,4145,GSFC-ELEANOR-LITE,
75629800,14.3,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
149927541,14.03,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
308474943,14.04,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
356276681,14.13,OK,QLP,4,29379,QLP,
66797025,13.94,NO_DATA,,0,0,,
271435617,14.33,NO_DATA,,0,0,,
170070402,13.93,NO_DATA,,0,0,,
151641120,14.17,NO_DATA,,0,0,,
242904663,14.29,NO_DATA,,0,0,,
334486363,14.12,NO_DATA,,0,0,,
126939797,14.3,OK,TASOC,2,1712,TASOC,
9964969,13.92,OK,GSFC-ELEANOR-LITE,1,963,GSFC-ELEANOR-LITE,
366842270,14.26,NO_DATA,,0,0,,
425075553,14.1,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0042-0000000425075553_tess\hlsp_tars_tess_ffi_s0042-0000000425075553_tess_v01_lc.fits of type gener
14001269,14.36,OK,GSFC-ELEANOR-LITE,1,1124,GSFC-ELEANOR-LITE,
55587172,14.29,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
1967958719,14.19,NO_DATA,,0,0,,
67408849,13.95,OK,GSFC-ELEANOR-LITE,2,2165,GSFC-ELEANOR-LITE,
359149543,13.93,NO_DATA,,0,0,,
220148279,14.02,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
383120828,14.18,NO_DATA,,0,0,,
208502852,14.22,NO_DATA,,0,0,,
157099770,14.0,NO_DATA,,0,0,,
43901938,13.97,OK,GSFC-ELEANOR-LITE,1,1124,GSFC-ELEANOR-LITE,
261074799,14.32,NO_DATA,,0,0,,
423233335,13.91,NO_DATA,,0,0,,
73180604,14.26,OK,GSFC-ELEANOR-LITE,1,1080,GSFC-ELEANOR-LITE,
229785541,14.24,NO_DATA,,0,0,,
470029986,14.31,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0039-0000000470030025_tess\hlsp_tars_tess_ffi_s0039-0000000470030025_tess_v01_lc.fits of type gener
91599324,14.21,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
319830439,14.34,NO_DATA,,0,0,,
43316524,14.24,NO_DATA,,0,0,,
146608979,14.16,OK,GSFC-ELEANOR-LITE,2,2189,GSFC-ELEANOR-LITE,
240178745,14.34,OK,TASOC,2,1940,TASOC,
457863226,14.15,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
3959001,13.96,OK,GSFC-ELEANOR-LITE,1,798,GSFC-ELEANOR-LITE,
377799443,14.06,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
348329290,14.0,NO_DATA,,0,0,,
54302698,14.12,NO_DATA,,0,0,,
142276339,14.11,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
217034661,14.25,NO_DATA,,0,0,,
100128445,14.28,NO_DATA,,0,0,,
265527807,14.18,OK,GSFC-ELEANOR-LITE,1,1062,GSFC-ELEANOR-LITE,
291156885,14.36,NO_DATA,,0,0,,
513014562,14.17,NO_DATA,,0,0,,
391093942,14.34,NO_DATA,,0,0,,
229770046,14.05,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
335026399,14.33,OK,PATHOS,3,3468,"CDIPS,PATHOS",
304809821,14.17,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
366665638,14.19,NO_DATA,,0,0,,
371619957,14.16,NO_DATA,,0,0,,
119459681,14.09,OK,GSFC-ELEANOR-LITE,1,903,GSFC-ELEANOR-LITE,
264300229,14.02,NO_DATA,,0,0,,
377920315,14.27,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
453810717,14.33,OK,GSFC-ELEANOR-LITE,1,962,GSFC-ELEANOR-LITE,
158329671,13.94,OK,GSFC-ELEANOR-LITE,1,1101,GSFC-ELEANOR-LITE,
60234259,14.33,OK,GSFC-ELEANOR-LITE,1,903,GSFC-ELEANOR-LITE,
298052582,14.15,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
145905547,14.36,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
192855782,14.01,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
71268733,14.28,NO_DATA,,0,0,,
8084396,14.23,OK,TASOC,2,2292,TASOC,
647002004,14.21,OK,QLP,3,22957,QLP,
457635413,14.33,NO_DATA,,0,0,,
150250239,14.59,OK,GSFC-ELEANOR-LITE,12,12295,GSFC-ELEANOR-LITE,
46387913,14.44,OK,GSFC-ELEANOR-LITE,1,903,GSFC-ELEANOR-LITE,
146204013,14.7,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
33091659,14.38,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
318916172,14.58,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
71927676,14.41,NO_DATA,,0,0,,
188337079,14.43,NO_DATA,,0,0,,
68304700,14.53,OK,QLP,5,33756,QLP,
120037212,14.49,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
386512970,14.5,OK,GSFC-ELEANOR-LITE,1,1104,GSFC-ELEANOR-LITE,
329182885,14.46,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
380965656,14.37,NO_DATA,,0,0,,
196227720,14.64,OK,QLP,7,63111,QLP,
1956100031,14.46,OK,TASOC,4,3700,TASOC,
316236490,14.52,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
93198521,14.54,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
172880645,14.52,NO_DATA,,0,0,,
297403541,14.45,NO_DATA,,0,0,,
367820299,14.47,NO_DATA,,0,0,,
323775614,14.53,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
451940699,14.53,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
360124630,14.37,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
229760858,14.47,OK,TASOC,2,2032,TASOC,
219577874,14.56,NO_DATA,,0,0,,
303470667,14.52,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
84374009,14.53,NO_DATA,,0,0,,
345297138,14.69,NO_DATA,,0,0,,
459445841,14.38,NO_DATA,,0,0,,
345139941,14.49,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
255798096,14.72,NO_DATA,,0,0,,
276121342,14.61,NO_DATA,,0,0,,
247647672,14.51,OK,GSFC-ELEANOR-LITE,1,1048,GSFC-ELEANOR-LITE,
516258268,14.4,NO_DATA,,0,0,,
262775292,14.56,OK,GSFC-ELEANOR-LITE,1,1029,GSFC-ELEANOR-LITE,
348901745,14.72,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
127319649,14.44,OK,GSFC-ELEANOR-LITE,1,960,GSFC-ELEANOR-LITE,
395250686,14.4,NO_DATA,,0,0,,
463169440,14.68,OK,GSFC-ELEANOR-LITE,1,1032,GSFC-ELEANOR-LITE,
130163890,14.44,NO_DATA,,0,0,,
102598649,14.66,NO_DATA,,0,0,,
188895121,14.71,NO_DATA,,0,0,,
320474615,14.4,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
229736831,14.65,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
70812373,14.59,NO_DATA,,0,0,,
311320974,14.53,NO_DATA,,0,0,,
261629937,14.44,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0054-0000000261629959_tess\hlsp_tars_tess_ffi_s0054-0000000261629959_tess_v01_lc.fits of type gener
420219026,14.72,NO_DATA,,0,0,,
405097003,14.6,NO_DATA,,0,0,,
310823787,14.38,NO_DATA,,0,0,,
391678173,14.65,NO_DATA,,0,0,,
272051395,14.72,NO_DATA,,0,0,,
361568408,14.38,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
102549137,14.57,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
239902853,14.53,NO_DATA,,0,0,,
165987273,14.7,NO_DATA,,0,0,,
394015319,14.48,NO_DATA,,0,0,,
313569577,14.49,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
417497411,14.51,NO_DATA,,0,0,,
338704161,14.71,NO_DATA,,0,0,,
137091217,14.57,OK,Kepler,17,64794,Kepler,
304889252,14.71,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
44448395,14.7,OK,GSFC-ELEANOR-LITE,1,1100,GSFC-ELEANOR-LITE,
408688061,14.37,NO_DATA,,0,0,,
239101225,14.48,NO_DATA,,0,0,,
467851846,14.58,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
307392778,14.59,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
166406052,14.63,NO_DATA,,0,0,,
468471467,14.45,NO_DATA,,0,0,,
366930898,14.6,NO_DATA,,0,0,,
69497120,14.53,NO_DATA,,0,0,,
213645216,14.63,NO_DATA,,0,0,,
465334376,14.4,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
285301235,14.68,NO_DATA,,0,0,,
278127716,14.53,OK,GSFC-ELEANOR-LITE,1,1113,GSFC-ELEANOR-LITE,
90158182,14.64,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
423553597,14.47,NO_DATA,,0,0,,
267600122,14.4,OK,GSFC-ELEANOR-LITE,3,3038,GSFC-ELEANOR-LITE,
249793248,14.37,NO_DATA,,0,0,,
322089858,14.51,OK,TASOC,2,2292,TASOC,
121520099,14.57,NO_DATA,,0,0,,
86818092,14.7,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0014-0000000086818103_tess\hlsp_tars_tess_ffi_s0014-0000000086818103_tess_v01_lc.fits of type gener
19938261,14.42,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
48597862,14.6,NO_DATA,,0,0,,
366138850,14.64,NO_DATA,,0,0,,
40236726,14.39,NO_DATA,,0,0,,
451043397,14.46,OK,GSFC-ELEANOR-LITE,1,1084,GSFC-ELEANOR-LITE,
